row_id,source_dataset,pws_id,system_name,facility_id,source_type_code,source_type,federal_type_code,federal_type,activity_status,population_served,comment,longitude,latitude
1235,ADEC SDWIS active PWS source locations,AK2220424   ,BLUESTEM BUILDING,48986,WL,Well,NC  ,NC  ,NA,36,NA,-149.38526531233202,61.585124698222295
1236,ADEC SDWIS active PWS source locations,AK2220221   ,LDS SETTLER'S BAY CHAPEL,49009,WL,Well,NC  ,NC  ,NA,50,NA,-149.72199222606696,61.469964650337694
1237,ADEC SDWIS active PWS source locations,AK2220154   ,CREEKWOOD PARK WATER SYSTEM,49049,IG,Infiltration gallery,C   ,C   ,NA,192,NA,-149.25167332530097,61.6015417191358
1238,ADEC SDWIS active PWS source locations,AK2372936   ,TIMBERCREST DENTAL CLINIC,49058,WL,Well,NC  ,NC  ,NA,64,NA,-145.72769526476995,64.04187216450879
1239,ADEC SDWIS active PWS source locations,AK2249145   ,KASILOF EAGLES AERIE LODGE,49102,WL,Well,NC  ,NC  ,NA,26,NA,-151.111801575286,60.56011948458921
1240,ADEC SDWIS active PWS source locations,AK2220310   ,BIRCHVIEW TOWNHOME CONDOS,49126,WL,Well,C   ,C   ,NA,25,NA,-149.50412333266902,61.61470167679859
1241,ADEC SDWIS active PWS source locations,AK2220440   ,RRC SOLUTIONS BUILDING,49132,WL,Well,NC  ,NC  ,NA,60,NA,-149.38012931250907,61.5853086990546
1242,ADEC SDWIS active PWS source locations,AK2380214   ,GULKANA VILLAGE,49134,IG,Infiltration gallery,C   ,C   ,NA,54,NA,-145.37865379007397,62.2668623211664
1243,ADEC SDWIS active PWS source locations,AK2330079   ,QIRUK CAMP - PT OP CENTER,49140,IN,Intake,NTNC,Non-transient non-community,NA,200,NA,-146.25176457488996,70.13734870075147
1244,ADEC SDWIS active PWS source locations,AK2310714   ,PIONEER WELLS,49149,WL,Well,C   ,C   ,NA,600,NA,-147.68395603390798,64.8484917798479
1245,ADEC SDWIS active PWS source locations,AK2220304   ,ESSENTIAL ONE,49156,WL,Well,NC  ,NC  ,NA,35,NA,-149.379274312166,61.58482469922589
1246,ADEC SDWIS active PWS source locations,AK2220439   ,BELLA VISTA SUBDIVISION,49159,WL,Well,C   ,C   ,NA,266,NA,-149.20192332563903,61.601501727316695
1247,ADEC SDWIS active PWS source locations,AK2370146   ,DGSD - DELTA SCHOOL,49161,WL,Well,NTNC,Non-transient non-community,NA,176,NA,-145.71461526571193,64.04324216666879
1248,ADEC SDWIS active PWS source locations,AK2244264   ,SEWARD CITY CHURCH,49162,WL,Well,NC  ,NC  ,NA,150,NA,-149.379750319019,60.1298607908145
1249,ADEC SDWIS active PWS source locations,AK2299037   ,CRNA TAZLINA HEALTH CLINIC,49164,WL,Well,NTNC,Non-transient non-community,NA,87,NA,-145.42846663940603,62.0670543235675
1250,ADEC SDWIS active PWS source locations,AK2370798   ,FT. GREELY / DU / ALLEN ARMY AIRFIELD,49189,WL,Well,NTNC,Non-transient non-community,NA,60,NA,-145.72655021650695,63.98757816777649
1251,ADEC SDWIS active PWS source locations,AK2212128   ,"GOLDEN NUGGET RV PARK, MALASPINA MHP",49206,WL,Well,C   ,C   ,NA,600,NA,-149.799333038893,61.207161654642285
1252,ADEC SDWIS active PWS source locations,AK2220441   ,MSB GOV'T PEAK TRANSIT CENTER CHALET,49210,WL,Well,NC  ,NC  ,NA,100,NA,-149.279206400405,61.705055708040106
1253,ADEC SDWIS active PWS source locations,AK2210794   ,FOREST PARK TC,49220,WL,Well,C   ,C   ,NA,175,NA,-149.50392315675998,61.36968169249819
1254,ADEC SDWIS active PWS source locations,AK2224206   ,SPEEDWAY TALKEETNA,49232,WL,Well,NC  ,NC  ,NA,328,NA,-150.038963712721,62.136501554592996
1255,ADEC SDWIS active PWS source locations,AK2220442   ,VRC BUILDING,49239,WL,Well,NC  ,NC  ,NA,212,NA,-149.33328831294202,61.5853627067483
1256,ADEC SDWIS active PWS source locations,AK2391524   ,PRINCESS HOMESTEAD LODGE,49252,WL,Well,NC  ,NC  ,NA,1810,NA,-149.02559813638797,63.870559611578706
1257,ADEC SDWIS active PWS source locations,AK2220436   ,MSSCA SERVICES AND OPERATIONS CENTER,49268,WL,Well,NTNC,Non-transient non-community,NA,137,NA,-149.48177632229203,61.60008968140709
1258,ADEC SDWIS active PWS source locations,AK2312415   ,SALCHA COMMUNITY WATERING POINT,49270,WL,Well,C   ,C   ,NA,508,NA,-147.03435375800797,64.56091490971822
1259,ADEC SDWIS active PWS source locations,AK2263069   ,SILVER BAY SEAFOODS NAKNEK,49271,WL,Well,NC  ,NC  ,NA,500,NA,-156.95548020791003,58.7448607019588
1260,ADEC SDWIS active PWS source locations,AK2263069   ,SILVER BAY SEAFOODS NAKNEK,49272,WL,Well,NC  ,NC  ,NA,500,NA,-156.955481208066,58.74513570193561
1261,ADEC SDWIS active PWS source locations,AK2263069   ,SILVER BAY SEAFOODS NAKNEK,49273,WL,Well,NC  ,NC  ,NA,500,NA,-156.95549120821303,58.7453957019122
1262,ADEC SDWIS active PWS source locations,AK2391948   ,HOLLAND AMERICA DENALI LODGE,49276,WL,Well,NC  ,NC  ,NA,1372,NA,-148.908063030774,63.7485466394822
1263,ADEC SDWIS active PWS source locations,AK2220443   ,TERRACE ON THE LAKE,49277,WL,Well,C   ,C   ,NA,96,NA,-149.37524231827004,61.5932106993545
1264,ADEC SDWIS active PWS source locations,AK2392017   ,TONGLEN LAKE LODGE,49303,WL,Well,NC  ,NC  ,NA,49,NA,-148.78283294529703,63.64878766718309
1265,ADEC SDWIS active PWS source locations,AK2249211   ,HILCORP RIG TENDERS WELL #3,49312,WL,Well,NTNC,Non-transient non-community,NA,125,NA,-151.39393765307602,60.68618943051229
1266,ADEC SDWIS active PWS source locations,AK2272752   ,OLD KASIGLUK - AKIUK,49317,WL,Well,C   ,C   ,NA,240,NA,-162.520582037914,60.89342064172
1267,ADEC SDWIS active PWS source locations,AK2272752   ,OLD KASIGLUK - AKIUK,49318,WL,Well,C   ,C   ,NA,240,NA,-162.520766037978,60.8935496416783
1268,ADEC SDWIS active PWS source locations,AK2111564   ,PYBUS POINT LODGE,49329,IN,Intake,NC  ,NC  ,NA,44,NA,-134.14112092457597,57.28657526685801
1269,ADEC SDWIS active PWS source locations,AK2121516   ,STEAMBOAT BAY FISHING CLUB,49331,IN,Intake,NC  ,NC  ,NA,36,NA,-133.64347203602497,55.52715735647471
1270,ADEC SDWIS active PWS source locations,AK2390633   ,DENALI - TEKLANIKA CMPGRND.,49338,WL,Well,NC  ,NC  ,NA,102,NA,-149.58040795814603,63.6715415301939
1271,ADEC SDWIS active PWS source locations,AK2215401   ,ALASKA ZOO,49342,WL,Well,NC  ,NC  ,NA,477,NA,-149.79299398134398,61.124721660990396
1272,ADEC SDWIS active PWS source locations,AK2215401   ,ALASKA ZOO,49343,WL,Well,NC  ,NC  ,NA,477,NA,-149.792832980521,61.1235376610929
1273,ADEC SDWIS active PWS source locations,AK2220422   ,KINGS LAKE CAMP WELL #1,49344,WL,Well,NC  ,NC  ,NA,211,NA,-149.36560933765404,61.61984369924198
1274,ADEC SDWIS active PWS source locations,AK2370667   ,FT WAINWRIGHT / DU - BLACK RAPIDS,49345,WL,Well,NC  ,NC  ,NA,125,NA,-145.85505981336402,63.520495172242796
1275,ADEC SDWIS active PWS source locations,AK2249208   ,THE FLATS BISTRO,49350,WL,Well,NC  ,NC  ,NA,308,NA,-151.21763254364097,60.515911470548595
1276,ADEC SDWIS active PWS source locations,AK2220135   ,UNIFIED ALASKAN UTILITIES-FIELD OF VIEW,49353,WL,Well,C   ,C   ,NA,135,NA,-149.347113366252,61.658981699792385
1277,ADEC SDWIS active PWS source locations,AK2391346   ,"PANORAMA PIZZA, CABINS, AND SHOWERHOUSE",49354,WL,Well,NC  ,NC  ,NA,87,NA,-148.81202687396103,63.565734667541
1278,ADEC SDWIS active PWS source locations,AK2220446   ,MSBSD DAY SCHOOL,49356,WL,Well,NTNC,Non-transient non-community,NA,125,NA,-149.349956327647,61.6058607027054
1279,ADEC SDWIS active PWS source locations,AK2222424   ,SHEEP CREEK LODGE,49360,WL,Well,NC  ,NC  ,NA,50,NA,-150.05021060363305,61.99164156228279
1280,ADEC SDWIS active PWS source locations,AK2218813   ,THREE BEARS STORE - BIRCHWOOD,49373,WL,Well,NTNC,Non-transient non-community,NA,70,NA,-149.46775218125697,61.40362369625599
1281,ADEC SDWIS active PWS source locations,AK2261240   ,ALASKA GENERAL SEAFOODS NAKNEK - CANNERY,49407,WL,Well,NC  ,NC  ,NA,600,NA,-156.99770719656598,58.7296076967608
1282,ADEC SDWIS active PWS source locations,AK2370049   ,SNOWED INN RV & TRAILER CT.,49432,WL,Well,NC  ,NC  ,NA,51,NA,-145.70259325693,64.0336681692668
1283,ADEC SDWIS active PWS source locations,AK2218812   ,GIRL SCOUTS SINGING HILLS CAMP - CHUGIAK,49434,WL,Well,NC  ,NC  ,NA,160,NA,-149.38424320523802,61.43618470786659
1284,ADEC SDWIS active PWS source locations,AK2223624   ,BLUFF VIEW ACRES WATER SYSTEM,49466,WL,Well,C   ,C   ,NA,100,NA,-149.483490271285,61.52948468564058
1285,ADEC SDWIS active PWS source locations,AK2263070   ,LEADER CREEK BUNKHOUSE #1,49476,WL,Well,NC  ,NC  ,NA,422,NA,-156.953057208584,58.74577570225391
1286,ADEC SDWIS active PWS source locations,AK2220457   ,BRENTWOOD PLAZA,49489,WL,Well,NC  ,NC  ,NA,86,NA,-149.32294331252507,61.58466870849229
1287,ADEC SDWIS active PWS source locations,AK2220458   ,ALASKA LAESTADIAN LUTHERAN CHURCH,49521,WL,Well,NC  ,NC  ,NA,204,NA,-149.42293328995402,61.5546116939792
1288,ADEC SDWIS active PWS source locations,AK2263068   ,SILVER BAY SEAFOODS DREWS SHARED WELL,49544,WL,Well,NC  ,NC  ,NA,56,NA,-156.95380420755797,58.7440527022838
1289,ADEC SDWIS active PWS source locations,AK2392033   ,BLM - BRUSHKANA CREEK CAMPGROUND,49553,WL,Well,NC  ,NC  ,NA,50,NA,-148.06357064268698,63.290091811662194
1290,ADEC SDWIS active PWS source locations,AK2263071   ,DILLINGHAM COURTHOUSE,49573,WL,Well,NC  ,NC  ,NA,219,NA,-158.523480269637,59.04313543556891
1291,ADEC SDWIS active PWS source locations,AK2218807   ,SKY MANOR WELLHOUSE,49578,WL,Well,C   ,C   ,NA,36,NA,-149.452923176902,61.39732169908659
1292,ADEC SDWIS active PWS source locations,AK2220449   ,MSB TALKEETNA PUBLIC LIBRARY,49582,WL,Well,NC  ,NC  ,NA,103,NA,-150.08401683689002,62.3004105362808
1293,ADEC SDWIS active PWS source locations,AK2240448   ,KENAI WATER SYSTEM,49586,WL,Well,C   ,C   ,NA,5700,NA,-151.121829578127,60.56471848266249
1294,ADEC SDWIS active PWS source locations,AK2320086   ,NSBU - WAINWRIGHT,49587,IN,Intake,C   ,C   ,NA,600,NA,-159.9271226447,70.66491914593851
1295,ADEC SDWIS active PWS source locations,AK2391980   ,DENALI GRIZZLY BEAR CEDAR HOTEL,49591,WL,Well,NC  ,NC  ,NA,200,NA,-148.836144948117,63.65239165789289
1296,ADEC SDWIS active PWS source locations,AK2249219   ,ACAPULCO RESTAURANT,49594,WL,Well,NC  ,NC  ,NA,32,NA,-151.04486253251196,60.4934484998703
1297,ADEC SDWIS active PWS source locations,AK2260812   ,IGIUGIG WATER SYSTEM,49597,IN,Intake,C   ,C   ,NA,100,NA,-155.896851610654,59.3275308176083
1298,ADEC SDWIS active PWS source locations,AK2220462   ,MSBSD REDINGTON JR/SR HIGH SCHOOL,49602,WL,Well,NTNC,Non-transient non-community,NA,550,NA,-149.70206624912697,61.5017966515517
1299,ADEC SDWIS active PWS source locations,AK2261575   ,L&PSD PORT ALSWORTH SCHOOL,49605,WL,Well,NTNC,Non-transient non-community,NA,80,NA,-154.328289228388,60.195762996028414
1300,ADEC SDWIS active PWS source locations,AK2291431   ,TOLSONA WILDERNESS CAMPGROUND,49611,WL,Well,NC  ,NC  ,NA,60,NA,-145.97375368625694,62.11379223054521
1301,ADEC SDWIS active PWS source locations,AK2220465   ,SNOWSHOE ACRES LLC,49633,WL,Well,C   ,C   ,NA,32,NA,-149.507273267436,61.524451682058704
1302,ADEC SDWIS active PWS source locations,AK2382046   ,THREE BEARS OUTPOST #1 TOK,49637,WL,Well,NC  ,NC  ,NA,104,NA,-142.96452456167097,63.33314067169369
1303,ADEC SDWIS active PWS source locations,AK2220463   ,CAMP TOGOWOODS-BEAVER LODGE,49661,WL,Well,NC  ,NC  ,NA,102,NA,-149.762293243803,61.495337642090306
1304,ADEC SDWIS active PWS source locations,AK2250045   ,PORT LIONS,49665,IN,Intake,C   ,C   ,NA,175,NA,-152.899220919308,57.872490390467
1305,ADEC SDWIS active PWS source locations,AK2225499   ,SPEEDWAY SEWARD MERIDIAN,49666,WL,Well,NC  ,NC  ,NA,1315,NA,-149.35835331236004,61.584845702662285
1306,ADEC SDWIS active PWS source locations,AK2226048   ,"GATHERING PLACE, THE",49667,WL,Well,NC  ,NC  ,NA,62,NA,-148.905057408918,61.71344876913649
1307,ADEC SDWIS active PWS source locations,AK2391702   ,"WHITE RAVEN, LLC. DBA: THE PARK MART",49671,WL,Well,NC  ,NC  ,NA,516,NA,-148.89729502885697,63.7462616414618
1308,ADEC SDWIS active PWS source locations,AK2241567   ,CAMP K ON KENAI LAKE CAMP FIRE ALASKA,49677,WL,Well,NC  ,NC  ,NA,120,NA,-149.725972530623,60.45920171445749
1309,ADEC SDWIS active PWS source locations,AK2120012   ,VALLENAR VIEW MOBILE HOME PARK,49685,IN,Intake,C   ,C   ,NA,225,NA,-131.79645579359396,55.44088962012359
1310,ADEC SDWIS active PWS source locations,AK2249221   ,NIKISKI SENIOR CENTER LAKE MARIE,49686,WL,Well,NC  ,NC  ,NA,40,NA,-151.23140266417795,60.697101456
1311,ADEC SDWIS active PWS source locations,AK2263072   ,FAT BEAR LODGE,49688,WL,Well,NC  ,NC  ,NA,32,NA,-156.74599919896397,58.7059517373566
1312,ADEC SDWIS active PWS source locations,AK2260333   ,SOUTH NAKNEK WATER SYSTEM,49694,WL,Well,C   ,C   ,NA,66,NA,-157.00993118591902,58.7122006963491
1313,ADEC SDWIS active PWS source locations,AK2240448   ,KENAI WATER SYSTEM,49704,WL,Well,C   ,C   ,NA,5700,NA,-151.121170578782,60.565682482703394
1314,ADEC SDWIS active PWS source locations,AK2240448   ,KENAI WATER SYSTEM,49705,WL,Well,C   ,C   ,NA,5700,NA,-151.12180457891301,60.5659004825865
1315,ADEC SDWIS active PWS source locations,AK2111566   ,HAINES BOROUGH,49716,IN,Intake,C   ,C   ,NA,2376,NA,-135.39748110009202,59.2016540443914
1316,ADEC SDWIS active PWS source locations,AK2111566   ,HAINES BOROUGH,49727,WL,Well,C   ,C   ,NA,2376,NA,-135.47894112910598,59.237244031018996
1317,ADEC SDWIS active PWS source locations,AK2111566   ,HAINES BOROUGH,49728,WL,Well,C   ,C   ,NA,2376,NA,-135.478181129085,59.237334031135106
1318,ADEC SDWIS active PWS source locations,AK2218810   ,AKLCITF - TRAINING FACILITY,49730,WL,Well,NC  ,NC  ,NA,28,NA,-149.495481165407,61.38172869311149
1319,ADEC SDWIS active PWS source locations,AK2220466   ,MSB BIG LAKE LIONS RECREATION CENTER,49732,WL,Well,NC  ,NC  ,NA,102,NA,-149.81355028196495,61.5492236301908
1320,ADEC SDWIS active PWS source locations,AK2220467   ,ALASKA GLACIER LODGE #2,49738,WL,Well,NC  ,NC  ,NA,72,NA,-148.76668320792498,61.43472180920789
1321,ADEC SDWIS active PWS source locations,AK2121093   ,SPORTSMANS COVE LODGE,49741,IN,Intake,NC  ,NC  ,NA,55,NA,-132.33260683790104,55.4014705440545
1322,ADEC SDWIS active PWS source locations,AK2220469   ,FIREDANCE TUTORING CENTER,49743,WL,Well,NTNC,Non-transient non-community,NA,150,NA,-149.35447332435598,61.601370702248595
1323,ADEC SDWIS active PWS source locations,AK2299038   ,"ROADSIDE POTATOHEAD RESTAURANT, THE",49746,WL,Well,NC  ,NC  ,NA,125,NA,-142.921072090891,61.4342237684288
1324,ADEC SDWIS active PWS source locations,AK2220470   ,MSBSD FRONTERAS CHARTER SCHOOL,49749,WL,Well,NTNC,Non-transient non-community,NA,364,NA,-149.356753327136,61.605233701628
1325,ADEC SDWIS active PWS source locations,AK2130156   ,PORT ALEXANDER PWS,49751,IN,Intake,C   ,C   ,NA,95,NA,-134.656269469754,56.24978420337259
1326,ADEC SDWIS active PWS source locations,AK2249177   ,KENAI GAS FIELD,49754,WL,Well,NTNC,Non-transient non-community,NA,35,NA,-151.27628251476997,60.47423146394949
1327,ADEC SDWIS active PWS source locations,AK2249068   ,STILLPOINT LODGE,49756,IN,Intake,NC  ,NC  ,NA,35,NA,-151.231374953718,59.5924315307942
1328,ADEC SDWIS active PWS source locations,AK2263073   ,SAMARITAN LODGE ALASKA,49761,WL,Well,NC  ,NC  ,NA,56,NA,-154.31544623258404,60.2013809976394
1329,ADEC SDWIS active PWS source locations,AK2220471   ,BROWN BEAR ESPRESSO,49763,WL,Well,NC  ,NC  ,NA,103,NA,-150.038633710953,62.1341585548023
1330,ADEC SDWIS active PWS source locations,AK2220459   ,MSBSD DENA'INA ELEMENTARY SCHOOL,49765,WL,Well,NTNC,Non-transient non-community,NA,400,NA,-149.69378024756597,61.4994956530593
1331,ADEC SDWIS active PWS source locations,AK2249201   ,JUMPING JUNCTION,49774,WL,Well,NC  ,NC  ,NA,219,NA,-151.16758753881197,60.50694447921028
1332,ADEC SDWIS active PWS source locations,AK2111566   ,HAINES BOROUGH,49776,SP,Spring,C   ,C   ,NA,2376,NA,-135.476251133469,59.2450640312747
1333,ADEC SDWIS active PWS source locations,AK2249223   ,STERLING HARBOR MENNONITE CHURCH,49781,WL,Well,NC  ,NC  ,NA,100,NA,-150.788722568459,60.5400015379857
1334,ADEC SDWIS active PWS source locations,AK2220468   ,THREE BEARS BIG LAKE CONVENIENCE STORE,49783,WL,Well,NC  ,NC  ,NA,279,NA,-149.811154340987,61.63076862529339
1335,ADEC SDWIS active PWS source locations,AK2260529   ,USNPS KATMAI KING SALMON,49793,WL,Well,NC  ,NC  ,NA,52,NA,-156.66692918946302,58.6805787515978
1336,ADEC SDWIS active PWS source locations,AK2226525   ,SUTTON GENERAL STORE,49814,WL,Well,NC  ,NC  ,NA,28,NA,-148.894953406774,61.7104517709883
1337,ADEC SDWIS active PWS source locations,AK2131148   ,USFS STARRIGAVAN RECREATIONAL AREA,49818,WL,Well,NTNC,Non-transient non-community,NA,102,NA,-135.36114996644903,57.1291840873753
1338,ADEC SDWIS active PWS source locations,AK2391956   ,BLACK DIAMOND GOLF EMPLOYEE HOUSING,49827,WL,Well,NC  ,NC  ,NA,65,NA,-149.04435511666998,63.8482016098317
1339,ADEC SDWIS active PWS source locations,AK2220473   ,CAMERON ACRES,49834,WL,Well,C   ,C   ,NA,80,NA,-149.35043231144803,61.5834937040499
1340,ADEC SDWIS active PWS source locations,AK2270150   ,MOUNTAIN VILLAGE WATER SYSTEM,49841,WL,Well,C   ,C   ,NA,887,NA,-163.729717718504,62.08992833005941
1341,ADEC SDWIS active PWS source locations,AK2270150   ,MOUNTAIN VILLAGE WATER SYSTEM,49842,WL,Well,C   ,C   ,NA,887,NA,-163.72297571726799,62.087041331424
1342,ADEC SDWIS active PWS source locations,AK2340125   ,BUCKLAND WATER SYSTEM,49884,IG,Infiltration gallery,C   ,C   ,NA,600,NA,-161.12620638270104,65.97535737297657
1343,ADEC SDWIS active PWS source locations,AK2220029   ,COUNTRY FIELD WATER CO.,49885,WL,Well,C   ,C   ,NA,1166,NA,-149.366863316005,61.589982700937
1344,ADEC SDWIS active PWS source locations,AK2220029   ,COUNTRY FIELD WATER CO.,49886,WL,Well,C   ,C   ,NA,1166,NA,-149.36686331590403,61.5898437009458
1345,ADEC SDWIS active PWS source locations,AK2220474   ,BRIGHT MINDS LEARNING CENTER,49893,WL,Well,NTNC,Non-transient non-community,NA,77,NA,-149.553741309582,61.58349467064529
1346,ADEC SDWIS active PWS source locations,AK2240757   ,SEWARD,49895,WL,Well,C   ,C   ,NA,3324,NA,-149.447122320781,60.1334217797997
1347,ADEC SDWIS active PWS source locations,AK2392106   ,THE ALASKAN COFFEE BEAN,49902,WL,Well,NC  ,NC  ,NA,56,NA,-149.01908913957496,63.87414161245609
1348,ADEC SDWIS active PWS source locations,AK2226049   ,HEALTH QUEST THERAPY INC,49930,WL,Well,NC  ,NC  ,NA,133,NA,-149.33804931332406,61.5859447059289
1349,ADEC SDWIS active PWS source locations,AK2220475   ,THREE BEARS STORE 37 - HOUSTON,49936,WL,Well,NC  ,NC  ,NA,161,NA,-149.811103341012,61.630802625299495
1350,ADEC SDWIS active PWS source locations,AK2220476   ,DENALI BREWING COMPANY,49944,WL,Well,NC  ,NC  ,NA,84,NA,-150.02968473179695,62.1615175544805
1351,ADEC SDWIS active PWS source locations,AK2249028   ,ASHTON PARK,49945,WL,Well,C   ,C   ,NA,75,NA,-151.15769252176096,60.480823482572696
1352,ADEC SDWIS active PWS source locations,AK2382062   ,MOOSE MASTERS,49946,WL,Well,NC  ,NC  ,NA,30,NA,-142.95432456092502,63.3327926734341
1353,ADEC SDWIS active PWS source locations,AK2220476   ,DENALI BREWING COMPANY,49948,WL,Well,NC  ,NC  ,NA,84,NA,-150.029646731384,62.16097255452281
1354,ADEC SDWIS active PWS source locations,AK2220408   ,VALLEY UTILITIES LLC,49952,WL,Well,C   ,C   ,NA,1590,NA,-150.032747136,61.34905260730059
1355,ADEC SDWIS active PWS source locations,AK2262246   ,MANOKOTAK HEIGHTS W/S,49962,WL,Well,C   ,C   ,NA,215,NA,-158.93564819450597,58.9679463791245
1356,ADEC SDWIS active PWS source locations,AK2262246   ,MANOKOTAK HEIGHTS W/S,49963,WL,Well,C   ,C   ,NA,215,NA,-158.935126194264,58.9674523792488
1357,ADEC SDWIS active PWS source locations,AK2223527   ,FORKS ROADHOUSE REBORN,49995,WL,Well,NC  ,NC  ,NA,130,NA,-150.73227388092903,62.3725624237048
1358,ADEC SDWIS active PWS source locations,AK2391134   ,GVEA - HEALY POWER PLANT,49998,WL,Well,NTNC,Non-transient non-community,NA,56,NA,-148.951268124097,63.855942625194594
1359,ADEC SDWIS active PWS source locations,AK2320256   ,NSBU - POINT LAY,50002,IN,Intake,C   ,C   ,NA,237,NA,-162.94820977497798,69.75090569167261
1360,ADEC SDWIS active PWS source locations,AK2340167   ,KOYUK PUBLIC WATER SYSTEM,50008,WL,Well,C   ,C   ,NA,277,NA,-161.17369536342096,64.9380894639995
1361,ADEC SDWIS active PWS source locations,AK2340167   ,KOYUK PUBLIC WATER SYSTEM,50009,WL,Well,C   ,C   ,NA,277,NA,-161.17399536360998,64.93832946392631
1362,ADEC SDWIS active PWS source locations,AK2249232   ,AMVETS POST #4,50017,WL,Well,NC  ,NC  ,NA,38,NA,-151.169821538681,60.506821478859194
1363,ADEC SDWIS active PWS source locations,AK2220478   ,MSB FIRE STATION 7-3,50020,WL,Well,NC  ,NC  ,NA,67,NA,-149.70451429780394,61.5694116467865
1364,ADEC SDWIS active PWS source locations,AK2110601   ,SKAGWAY,50026,WL,Well,C   ,C   ,NA,9411,NA,-135.30715624727304,59.46384005304379
1365,ADEC SDWIS active PWS source locations,AK2392067   ,THREE BEARS HEALY STORE #45,50029,WL,Well,NC  ,NC  ,NA,322,NA,-149.02493213373,63.867521611889195
1366,ADEC SDWIS active PWS source locations,AK2249234   ,WHISTLE HILL,50039,WL,Well,NC  ,NC  ,NA,29,NA,-151.044152533423,60.49480349989319
1367,ADEC SDWIS active PWS source locations,AK2220642   ,FLOATERS PUB,50056,WL,Well,NC  ,NC  ,NA,53,NA,-149.81922028197798,61.5493366292527
1368,ADEC SDWIS active PWS source locations,AK2263074   ,USNPS BROOKS CAMP VALLEY ROAD,50058,WL,Well,NC  ,NC  ,NA,33,NA,-155.78536116440299,58.5456808978705
1369,ADEC SDWIS active PWS source locations,AK2360141   ,KALTAG PUBLIC WATER SYSTEM,50063,WL,Well,C   ,C   ,NA,214,NA,-158.73887206346097,64.3321089287328
1370,ADEC SDWIS active PWS source locations,AK2226050   ,MSB PARKS & MAINTENANCE  FACILITY,50065,WL,Well,NC  ,NC  ,NA,29,NA,-149.002493273062,61.526973764771405
1371,ADEC SDWIS active PWS source locations,AK2250427   ,SOUTHEAST ALASKA LOGGING,50067,IN,Intake,NTNC,Non-transient non-community,NA,45,NA,-152.55014207506002,58.13941942503239
1372,ADEC SDWIS active PWS source locations,AK2372075   ,WHITESTONE FARMS TABERNACLE,50080,WL,Well,C   ,C   ,NA,210,NA,-145.885884368211,64.15381913105699
1373,ADEC SDWIS active PWS source locations,AK2220479   ,BEAR PAW PLAZA,50081,WL,Well,NC  ,NC  ,NA,120,NA,-149.57096627625398,61.53756667076349
1374,ADEC SDWIS active PWS source locations,AK2220481   ,FRAZIER'S WAY BUSINESS PARK,50085,WL,Well,NTNC,Non-transient non-community,NA,115,NA,-149.41188331471,61.588733693618295
1375,ADEC SDWIS active PWS source locations,AK2243658   ,KB SUB. WATER SERVICE ASSOC.,50094,WL,Well,C   ,C   ,NA,170,NA,-151.145937527421,60.489005483909196
1376,ADEC SDWIS active PWS source locations,AK2243658   ,KB SUB. WATER SERVICE ASSOC.,50096,WL,Well,C   ,C   ,NA,170,NA,-151.14592652731,60.48883748392239
1377,ADEC SDWIS active PWS source locations,AK2390895   ,DENALI RAINBOW VILLAGE,50099,WL,Well,NC  ,NC  ,NA,417,NA,-148.89858303008901,63.7476906411506
1378,ADEC SDWIS active PWS source locations,AK2249236   ,FOREVER DANCE STUDIO,50107,WL,Well,NC  ,NC  ,NA,31,NA,-151.08232255181304,60.52380149179238
1379,ADEC SDWIS active PWS source locations,AK2218820   ,ERNIE TURNER CENTER,50116,WL,Well,NTNC,Non-transient non-community,NA,31,NA,-149.30528921421902,61.4478367200701
1380,ADEC SDWIS active PWS source locations,AK2218818   ,SOUTH CENTRAL LAW ENFORCEMENT TACTICAL,50121,WL,Well,NC  ,NC  ,NA,25,NA,-149.51226919101697,61.41789268805259
1381,ADEC SDWIS active PWS source locations,AK2370251   ,DELTA ACCOMMODATIONS ALASKA COUNTRY INN,50123,WL,Well,NC  ,NC  ,NA,36,NA,-145.73469226501297,64.0419781633058
1382,ADEC SDWIS active PWS source locations,AK2340248   ,BERING ST SD - TELLER SC/WASH,50124,WL,Well,C   ,C   ,NA,295,NA,-166.294467942569,65.2474815832539
1383,ADEC SDWIS active PWS source locations,AK2340248   ,BERING ST SD - TELLER SC/WASH,50125,WL,Well,C   ,C   ,NA,295,NA,-166.29413494255198,65.24740558331662
1384,ADEC SDWIS active PWS source locations,AK2220482   ,CENTRAL COMMERCIAL PARK,50146,WL,Well,C   ,C   ,NA,32,NA,-149.33004631286406,61.58521770729019
1385,ADEC SDWIS active PWS source locations,AK2391710   ,CLEAR AIR STATION - BLDG 800,50149,WL,Well,NTNC,Non-transient non-community,NA,25,NA,-149.18741751924603,64.300711555847
1386,ADEC SDWIS active PWS source locations,AK2224646   ,WASILLA WATER SYSTEM,50150,WL,Well,C   ,C   ,NA,18492,NA,-149.42328230732502,61.57866469238759
1387,ADEC SDWIS active PWS source locations,AK2220483   ,SET FREE ALASKA SNODGRASS,50152,WL,Well,NTNC,Non-transient non-community,NA,47,NA,-149.260649304564,61.572981719469595
1388,ADEC SDWIS active PWS source locations,AK2226052   ,ARCTIC CHIROPRACTIC,50159,WL,Well,NC  ,NC  ,NA,65,NA,-149.21932432382297,61.59916872460371
