row_id,source_dataset,npdes_id,facility_name,city,state,county,permit_status,permit_type,facility_type,total_design_flow,current_snc_status,current_violation,permit_feature_number,state_water_body_name,tribal_spatial_flag,derived_tribes,latitude,longitude,has_tribal_context,has_current_violation
596,EPA ECHO NPDES outfalls/permitted features,AKG523074,TRIDENT SEAFOODS NAKNEK NORTH PLANT,NAKNEK,AK,BRISTOL BAY,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,004,Kvichak Bay,N,"Naknek Native Village - 1 mile(s), South Naknek Village - 1 mile(s), King Salmon Tribe - 14 mile(s)",58.6856,-157.375,TRUE,FALSE
597,EPA ECHO NPDES outfalls/permitted features,AKG523074,TRIDENT SEAFOODS NAKNEK NORTH PLANT,NAKNEK,AK,BRISTOL BAY,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,003,Kvichak Bay,N,"Naknek Native Village - 1 mile(s), South Naknek Village - 1 mile(s), King Salmon Tribe - 14 mile(s)",58.68563,-157.37527,TRUE,FALSE
598,EPA ECHO NPDES outfalls/permitted features,AKG523074,TRIDENT SEAFOODS NAKNEK NORTH PLANT,NAKNEK,AK,BRISTOL BAY,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,001,Naknek River,N,"Naknek Native Village - 1 mile(s), South Naknek Village - 1 mile(s), King Salmon Tribe - 14 mile(s)",58.726479000000005,-157.00824000000003,TRUE,FALSE
599,EPA ECHO NPDES outfalls/permitted features,AKG523074,TRIDENT SEAFOODS NAKNEK NORTH PLANT,NAKNEK,AK,BRISTOL BAY,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,005,Kvichak Bay,N,"Naknek Native Village - 1 mile(s), South Naknek Village - 1 mile(s), King Salmon Tribe - 14 mile(s)",58.6856,-157.375,TRUE,FALSE
600,EPA ECHO NPDES outfalls/permitted features,AKG523074,TRIDENT SEAFOODS NAKNEK NORTH PLANT,NAKNEK,AK,BRISTOL BAY,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,007,Kvichak Bay,N,"Naknek Native Village - 1 mile(s), South Naknek Village - 1 mile(s), King Salmon Tribe - 14 mile(s)",58.6856,-157.375,TRUE,FALSE
601,EPA ECHO NPDES outfalls/permitted features,AKG523074,TRIDENT SEAFOODS NAKNEK NORTH PLANT,NAKNEK,AK,BRISTOL BAY,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,006,Kvichak Bay,N,"Naknek Native Village - 1 mile(s), South Naknek Village - 1 mile(s), King Salmon Tribe - 14 mile(s)",58.6856,-157.375,TRUE,FALSE
602,EPA ECHO NPDES outfalls/permitted features,AKG573044,RAMPART WASTEWATER TREATMENT FACILITY,RAMPART,AK,YUKON-KOYUKUK (CA),Effective,General Permit Covered Facility,Tribal Government,NA,Failure to Report DMR - Not Received,Yes,001,NA,N,Rampart Village - 1 mile(s),65.505,-150.17,TRUE,TRUE
603,EPA ECHO NPDES outfalls/permitted features,AKG374037,WILD CAT MINING NORTON SOUND SUCTION DREDGE & LARGE DREDGE,NOME,AK,NOME (CA),Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,002,NA,N,Nome Eskimo Community - 5 mile(s),64.5125,-165.5539,TRUE,TRUE
604,EPA ECHO NPDES outfalls/permitted features,AK0000272,ALYESKA SEAFOODS UNALASKA PLANT,UNALASKA,AK,ALEUTIANS WEST,Effective,NPDES Individual Permit,Corporation,NA,NA,Yes,001,Unalaska Bay,N,Qawalangin Tribe of Unalaska - 1 mile(s),53.88779999999999,-166.55100000000002,TRUE,TRUE
605,EPA ECHO NPDES outfalls/permitted features,AK0000272,ALYESKA SEAFOODS UNALASKA PLANT,UNALASKA,AK,ALEUTIANS WEST,Effective,NPDES Individual Permit,Corporation,NA,NA,Yes,002,Iliuliuk Harbor,N,Qawalangin Tribe of Unalaska - 1 mile(s),53.879,-166.542,TRUE,TRUE
606,EPA ECHO NPDES outfalls/permitted features,AK0000272,ALYESKA SEAFOODS UNALASKA PLANT,UNALASKA,AK,ALEUTIANS WEST,Effective,NPDES Individual Permit,Corporation,NA,NA,Yes,003,Iliuliuk Harbor,N,Qawalangin Tribe of Unalaska - 1 mile(s),53.8785,-166.539,TRUE,TRUE
607,EPA ECHO NPDES outfalls/permitted features,AKG320004,HILCORP ALASKA LLC PIPELINE SYSTEM OPERATIONS,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,004D,NA,N,Knik Tribe - 20 mile(s),59.81561,-151.82420000000002,TRUE,FALSE
608,EPA ECHO NPDES outfalls/permitted features,AKG320004,HILCORP ALASKA LLC PIPELINE SYSTEM OPERATIONS,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,004H,NA,N,Knik Tribe - 20 mile(s),60.78769,-150.84434000000002,TRUE,FALSE
609,EPA ECHO NPDES outfalls/permitted features,AKG320004,HILCORP ALASKA LLC PIPELINE SYSTEM OPERATIONS,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,004B,NA,N,Knik Tribe - 20 mile(s),61.01777,-151.41994,TRUE,FALSE
610,EPA ECHO NPDES outfalls/permitted features,AKG320004,HILCORP ALASKA LLC PIPELINE SYSTEM OPERATIONS,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,004A,NA,N,Knik Tribe - 20 mile(s),61.013608999999995,-151.42017990000002,TRUE,FALSE
611,EPA ECHO NPDES outfalls/permitted features,AKG320004,HILCORP ALASKA LLC PIPELINE SYSTEM OPERATIONS,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,004F,NA,N,Knik Tribe - 20 mile(s),59.814769999999996,-151.81092,TRUE,FALSE
612,EPA ECHO NPDES outfalls/permitted features,AKG320004,HILCORP ALASKA LLC PIPELINE SYSTEM OPERATIONS,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,004K,NA,N,Knik Tribe - 20 mile(s),60.09514000000001,-151.6106199,TRUE,FALSE
613,EPA ECHO NPDES outfalls/permitted features,AKG320004,HILCORP ALASKA LLC PIPELINE SYSTEM OPERATIONS,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,005B,NA,N,Knik Tribe - 20 mile(s),60.78593000000001,-150.84615,TRUE,FALSE
614,EPA ECHO NPDES outfalls/permitted features,AKG320004,HILCORP ALASKA LLC PIPELINE SYSTEM OPERATIONS,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,005D,NA,N,Knik Tribe - 20 mile(s),60.09484,-151.61114,TRUE,FALSE
615,EPA ECHO NPDES outfalls/permitted features,AKG320004,HILCORP ALASKA LLC PIPELINE SYSTEM OPERATIONS,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,004J,NA,N,Knik Tribe - 20 mile(s),60.73310000000001,-151.04295,TRUE,FALSE
616,EPA ECHO NPDES outfalls/permitted features,AKG320004,HILCORP ALASKA LLC PIPELINE SYSTEM OPERATIONS,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,004E,NA,N,Knik Tribe - 20 mile(s),59.81567,-151.81671,TRUE,FALSE
617,EPA ECHO NPDES outfalls/permitted features,AKG320004,HILCORP ALASKA LLC PIPELINE SYSTEM OPERATIONS,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,004I,NA,N,Knik Tribe - 20 mile(s),60.78889,-150.84268,TRUE,FALSE
618,EPA ECHO NPDES outfalls/permitted features,AKG320004,HILCORP ALASKA LLC PIPELINE SYSTEM OPERATIONS,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,004C,NA,N,Knik Tribe - 20 mile(s),61.01712,-151.42078,TRUE,FALSE
619,EPA ECHO NPDES outfalls/permitted features,AKG320004,HILCORP ALASKA LLC PIPELINE SYSTEM OPERATIONS,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,004G,NA,N,Knik Tribe - 20 mile(s),60.786350000000006,-150.84649000000002,TRUE,FALSE
620,EPA ECHO NPDES outfalls/permitted features,AKG320004,HILCORP ALASKA LLC PIPELINE SYSTEM OPERATIONS,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,005A,NA,N,Knik Tribe - 20 mile(s),59.813069999999996,-151.80348,TRUE,FALSE
621,EPA ECHO NPDES outfalls/permitted features,AKG320004,HILCORP ALASKA LLC PIPELINE SYSTEM OPERATIONS,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,005C,NA,N,Knik Tribe - 20 mile(s),60.789530000000006,-150.84322,TRUE,FALSE
622,EPA ECHO NPDES outfalls/permitted features,AKR06GC06,WEST COAST AVIATION SERVICES,UNALAKLEET,AK,NOME (CA),Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Norton Sound,N,Native Village of Unalakleet - 1 mile(s),63.8826,-160.798,TRUE,TRUE
623,EPA ECHO NPDES outfalls/permitted features,AKG527702,TRIDENT SEAFOODS SAINT PAUL PLANT,SAINT PAUL,AK,ALEUTIANS WEST,Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,NA,N,Saint Paul Island (See Pribilof Islands Aleut Communities of St. Paul & St. George Islands) - 2 mile(s),57.11925,-170.2664,TRUE,FALSE
624,EPA ECHO NPDES outfalls/permitted features,AKG527702,TRIDENT SEAFOODS SAINT PAUL PLANT,SAINT PAUL,AK,ALEUTIANS WEST,Expired,General Permit Covered Facility,Corporation,NA,NA,No,001A,NA,N,Saint Paul Island (See Pribilof Islands Aleut Communities of St. Paul & St. George Islands) - 2 mile(s),57.11925,-170.2664,TRUE,FALSE
625,EPA ECHO NPDES outfalls/permitted features,AKG572051,ALASKAN ESCAPE FISH CAMP WWTF,THORNE BAY,AK,PRINCE OF WALES-HYDER,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Thorne Bay,N,"Organized Village of Kasaan - 17 mile(s), Klawock Cooperative Association - 23 mile(s)",55.6422,-132.489,TRUE,TRUE
626,EPA ECHO NPDES outfalls/permitted features,AKG374022,MARTINSON NORTON SOUND LARGE DREDGE,NOME,AK,NOME (CA),Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Norton Sound,N,Nome Eskimo Community - 5 mile(s),64.5125,-165.5539,TRUE,TRUE
627,EPA ECHO NPDES outfalls/permitted features,AKG370D33,45 PUP GOLD CO. FORTYMILE RIVER MINE SITE,CHICKEN,AK,SOUTHEAST FAIRBANKS (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Fortymile River,NA,NA,64.279,-141.314,FALSE,FALSE
628,EPA ECHO NPDES outfalls/permitted features,AKR06GB16,KANIK CREEK QUARRY,BUCKLAND,AK,NORTHWEST ARCTIC,Admin Continued,General Permit Covered Facility,Tribal Government,NA,Failure to Report DMR - Not Received,Yes,001,Kanik Creek,N,Native Village of Buckland - 7 mile(s),65.962,-161.29,TRUE,TRUE
629,EPA ECHO NPDES outfalls/permitted features,AKG523114,"UNISEA, INC. – DUTCH HARBOR FACILITY",DUTCH HARBOR,AK,ALEUTIANS WEST (CA),Expired,General Permit Covered Facility,Corporation,NA,NA,No,004,South Unalaska Bay,N,Qawalangin Tribe of Unalaska - 7 mile(s),53.96136,-166.5140099,TRUE,FALSE
630,EPA ECHO NPDES outfalls/permitted features,AKR06GA65,KODIAK FISHMEAL COMPANY MSGP,KODIAK,AK,KODIAK ISLAND,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,002,Gibson Cove,N,"Sun'aq Tribe of Kodiak - 2 mile(s), Tangirnaq Native Village - 8 mile(s), Native Village of Ouzinkie - 11 mile(s), Native Village of Port Lions - 18 mile(s), Native Village of Afognak - 21 mile(s)",57.7798,-152.44449999999998,TRUE,TRUE
631,EPA ECHO NPDES outfalls/permitted features,AKR06GA65,KODIAK FISHMEAL COMPANY MSGP,KODIAK,AK,KODIAK ISLAND,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Gibson Cove,N,"Sun'aq Tribe of Kodiak - 2 mile(s), Tangirnaq Native Village - 8 mile(s), Native Village of Ouzinkie - 11 mile(s), Native Village of Port Lions - 18 mile(s), Native Village of Afognak - 21 mile(s)",57.779500000000006,-152.4462,TRUE,TRUE
632,EPA ECHO NPDES outfalls/permitted features,AKR06GA65,KODIAK FISHMEAL COMPANY MSGP,KODIAK,AK,KODIAK ISLAND,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,003,Gibson Cove,N,"Sun'aq Tribe of Kodiak - 2 mile(s), Tangirnaq Native Village - 8 mile(s), Native Village of Ouzinkie - 11 mile(s), Native Village of Port Lions - 18 mile(s), Native Village of Afognak - 21 mile(s)",57.779500000000006,-152.4443,TRUE,TRUE
633,EPA ECHO NPDES outfalls/permitted features,AKR06GA65,KODIAK FISHMEAL COMPANY MSGP,KODIAK,AK,KODIAK ISLAND,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,004,Gibson Cove,N,"Sun'aq Tribe of Kodiak - 2 mile(s), Tangirnaq Native Village - 8 mile(s), Native Village of Ouzinkie - 11 mile(s), Native Village of Port Lions - 18 mile(s), Native Village of Afognak - 21 mile(s)",57.779700000000005,-152.4448,TRUE,TRUE
634,EPA ECHO NPDES outfalls/permitted features,AKR06H02E,"PACIFIC SEAFOOD - KODIAK, LLC - KPM",KODIAK,AK,KODIAK ISLAND BOROUGH,Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,St Paul Harbor,N,"Sun'aq Tribe of Kodiak - 1 mile(s), Tangirnaq Native Village - 9 mile(s), Native Village of Ouzinkie - 10 mile(s), Native Village of Port Lions - 19 mile(s), Native Village of Afognak - 21 mile(s)",57.78541500000001,-152.418169,TRUE,FALSE
635,EPA ECHO NPDES outfalls/permitted features,AKR06H02E,"PACIFIC SEAFOOD - KODIAK, LLC - KPM",KODIAK,AK,KODIAK ISLAND BOROUGH,Expired,General Permit Covered Facility,Corporation,NA,NA,No,002,St Paul Harbor,N,"Sun'aq Tribe of Kodiak - 1 mile(s), Tangirnaq Native Village - 9 mile(s), Native Village of Ouzinkie - 10 mile(s), Native Village of Port Lions - 19 mile(s), Native Village of Afognak - 21 mile(s)",57.785895000000004,-152.4166349,TRUE,FALSE
636,EPA ECHO NPDES outfalls/permitted features,AKR06H02E,"PACIFIC SEAFOOD - KODIAK, LLC - KPM",KODIAK,AK,KODIAK ISLAND BOROUGH,Expired,General Permit Covered Facility,Corporation,NA,NA,No,003,St Paul Harbor,N,"Sun'aq Tribe of Kodiak - 1 mile(s), Tangirnaq Native Village - 9 mile(s), Native Village of Ouzinkie - 10 mile(s), Native Village of Port Lions - 19 mile(s), Native Village of Afognak - 21 mile(s)",57.78581500000001,-152.41660299999998,TRUE,FALSE
637,EPA ECHO NPDES outfalls/permitted features,AKG370D55,BOYCE BUSCH CREEK MINE SITE,TALKEETNA,AK,MATANUSKA-SUSITNA,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Busch Creek,NA,NA,62.4739,-147.755,FALSE,TRUE
638,EPA ECHO NPDES outfalls/permitted features,AK0053341,POGO GOLD MINE APDES,DELTA JUNCTION,AK,SOUTHEAST FAIRBANKS,Effective,NPDES Individual Permit,Corporation,NA,NA,No,001,Goodpaster River,NA,NA,64.47,-144.9175,FALSE,FALSE
639,EPA ECHO NPDES outfalls/permitted features,AK0053341,POGO GOLD MINE APDES,DELTA JUNCTION,AK,SOUTHEAST FAIRBANKS,Effective,NPDES Individual Permit,Corporation,NA,NA,No,002,Goodpaster River,NA,NA,64.44333300000001,-144.941167,FALSE,FALSE
640,EPA ECHO NPDES outfalls/permitted features,AK0053341,POGO GOLD MINE APDES,DELTA JUNCTION,AK,SOUTHEAST FAIRBANKS,Effective,NPDES Individual Permit,Corporation,NA,NA,No,011,Off-river treatment works,NA,NA,64.47,-144.917,FALSE,FALSE
641,EPA ECHO NPDES outfalls/permitted features,AKG701053,TOLSTOI BAY MHT LTF,THORNE BAY,AK,PRINCE OF WALES-OUTER KETCHIKAN(CA),Expired,General Permit Covered Facility,State Government,NA,NA,Yes,001,Tolstoi Bay,N,"Organized Village of Kasaan - 15 mile(s), Klawock Cooperative Association - 24 mile(s)",55.62500000000001,-132.45600000000002,TRUE,TRUE
642,EPA ECHO NPDES outfalls/permitted features,AKR10H120,KACHEMAK DRIVE MP 0-3.5 PAVEMENT PRESERVATION PROJECT NO. 0001701 / CFHWY00602,HOMER,AK,Kenai Peninsula,Effective,General Permit Covered Facility,State Government,NA,NA,No,005,NA,NA,NA,59.638646,-151.49046990000002,FALSE,FALSE
643,EPA ECHO NPDES outfalls/permitted features,AKR10H120,KACHEMAK DRIVE MP 0-3.5 PAVEMENT PRESERVATION PROJECT NO. 0001701 / CFHWY00602,HOMER,AK,Kenai Peninsula,Effective,General Permit Covered Facility,State Government,NA,NA,No,006,NA,NA,NA,59.642787,-151.470315,FALSE,FALSE
644,EPA ECHO NPDES outfalls/permitted features,AKR10H120,KACHEMAK DRIVE MP 0-3.5 PAVEMENT PRESERVATION PROJECT NO. 0001701 / CFHWY00602,HOMER,AK,Kenai Peninsula,Effective,General Permit Covered Facility,State Government,NA,NA,No,002,NA,NA,NA,59.638450000000006,-151.49640900000003,FALSE,FALSE
645,EPA ECHO NPDES outfalls/permitted features,AKR10H120,KACHEMAK DRIVE MP 0-3.5 PAVEMENT PRESERVATION PROJECT NO. 0001701 / CFHWY00602,HOMER,AK,Kenai Peninsula,Effective,General Permit Covered Facility,State Government,NA,NA,No,003,NA,NA,NA,59.638625000000005,-151.493901,FALSE,FALSE
646,EPA ECHO NPDES outfalls/permitted features,AKR10H120,KACHEMAK DRIVE MP 0-3.5 PAVEMENT PRESERVATION PROJECT NO. 0001701 / CFHWY00602,HOMER,AK,Kenai Peninsula,Effective,General Permit Covered Facility,State Government,NA,NA,No,008,NA,NA,NA,59.66089,-151.44264700000002,FALSE,FALSE
647,EPA ECHO NPDES outfalls/permitted features,AKR10H120,KACHEMAK DRIVE MP 0-3.5 PAVEMENT PRESERVATION PROJECT NO. 0001701 / CFHWY00602,HOMER,AK,Kenai Peninsula,Effective,General Permit Covered Facility,State Government,NA,NA,No,004,NA,NA,NA,59.638646,-151.493187,FALSE,FALSE
648,EPA ECHO NPDES outfalls/permitted features,AKR10H120,KACHEMAK DRIVE MP 0-3.5 PAVEMENT PRESERVATION PROJECT NO. 0001701 / CFHWY00602,HOMER,AK,Kenai Peninsula,Effective,General Permit Covered Facility,State Government,NA,NA,No,009,NA,NA,NA,59.66273400000001,-151.44128790000002,FALSE,FALSE
649,EPA ECHO NPDES outfalls/permitted features,AKR10H120,KACHEMAK DRIVE MP 0-3.5 PAVEMENT PRESERVATION PROJECT NO. 0001701 / CFHWY00602,HOMER,AK,Kenai Peninsula,Effective,General Permit Covered Facility,State Government,NA,NA,No,007,NA,NA,NA,59.643665,-151.46697,FALSE,FALSE
650,EPA ECHO NPDES outfalls/permitted features,AKR10H120,KACHEMAK DRIVE MP 0-3.5 PAVEMENT PRESERVATION PROJECT NO. 0001701 / CFHWY00602,HOMER,AK,Kenai Peninsula,Effective,General Permit Covered Facility,State Government,NA,NA,No,001,NA,NA,NA,59.638268000000004,-151.49869,FALSE,FALSE
651,EPA ECHO NPDES outfalls/permitted features,AKG370B35,GREEN CANDLE CREEK MINE SITE,DEERING,AK,NORTHWEST ARCTIC,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Candle Creek,N,"Native Village of Buckland - 24 mile(s), Native Village of Deering - 25 mile(s)",65.9086,-161.93800000000002,TRUE,TRUE
652,EPA ECHO NPDES outfalls/permitted features,AKG572088,UNALAKLEET RIVER LODGE WWTF,UNALAKLEET,AK,NOME,Effective,General Permit Covered Facility,Corporation,NA,Failure to Report DMR - Not Received,Yes,001,NA,N,Native Village of Unalakleet - 7 mile(s),63.873,-160.788,TRUE,TRUE
653,EPA ECHO NPDES outfalls/permitted features,AK0031429,USCG BASE KODIAK,KODIAK,AK,KODIAK ISLAND,Admin Continued,NPDES Individual Permit,Federal Facility (U.S. Government),NA,NA,Yes,004,Womans Bay..,N,"Tangirnaq Native Village - 4 mile(s), Sun'aq Tribe of Kodiak - 6 mile(s), Native Village of Ouzinkie - 13 mile(s), Native Village of Port Lions - 17 mile(s), Native Village of Afognak - 22 mile(s)",57.72639000000001,-152.515,TRUE,TRUE
654,EPA ECHO NPDES outfalls/permitted features,AK0031429,USCG BASE KODIAK,KODIAK,AK,KODIAK ISLAND,Admin Continued,NPDES Individual Permit,Federal Facility (U.S. Government),NA,NA,Yes,002,St Paul Harbor,N,"Tangirnaq Native Village - 4 mile(s), Sun'aq Tribe of Kodiak - 6 mile(s), Native Village of Ouzinkie - 13 mile(s), Native Village of Port Lions - 17 mile(s), Native Village of Afognak - 22 mile(s)",57.73917000000001,-152.49361,TRUE,TRUE
655,EPA ECHO NPDES outfalls/permitted features,AK0031429,USCG BASE KODIAK,KODIAK,AK,KODIAK ISLAND,Admin Continued,NPDES Individual Permit,Federal Facility (U.S. Government),NA,NA,Yes,001,Womans Bay..,N,"Tangirnaq Native Village - 4 mile(s), Sun'aq Tribe of Kodiak - 6 mile(s), Native Village of Ouzinkie - 13 mile(s), Native Village of Port Lions - 17 mile(s), Native Village of Afognak - 22 mile(s)",57.73472,-152.50555999999997,TRUE,TRUE
656,EPA ECHO NPDES outfalls/permitted features,AK0031429,USCG BASE KODIAK,KODIAK,AK,KODIAK ISLAND,Admin Continued,NPDES Individual Permit,Federal Facility (U.S. Government),NA,NA,Yes,003,St Paul Harbor,N,"Tangirnaq Native Village - 4 mile(s), Sun'aq Tribe of Kodiak - 6 mile(s), Native Village of Ouzinkie - 13 mile(s), Native Village of Port Lions - 17 mile(s), Native Village of Afognak - 22 mile(s)",57.72556000000001,-152.50861,TRUE,TRUE
657,EPA ECHO NPDES outfalls/permitted features,AKG523057,NORTH PACIFIC SEAFOODS SITKA PLANT,SITKA,AK,SITKA,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Sitka Sound,N,Sitka Tribe of Alaska - 2 mile(s),57.050999999999995,-135.345,TRUE,TRUE
658,EPA ECHO NPDES outfalls/permitted features,AKG523057,NORTH PACIFIC SEAFOODS SITKA PLANT,SITKA,AK,SITKA,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,004,Sitka Sound,N,Sitka Tribe of Alaska - 2 mile(s),57.0186,-135.32674000000003,TRUE,TRUE
659,EPA ECHO NPDES outfalls/permitted features,AKG523057,NORTH PACIFIC SEAFOODS SITKA PLANT,SITKA,AK,SITKA,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,002,Sitka Sound,N,Sitka Tribe of Alaska - 2 mile(s),57.0186,-135.32700000000003,TRUE,TRUE
660,EPA ECHO NPDES outfalls/permitted features,AKG572094,"HOME PORT COMMERCIAL CONDOMINIUMS, INC.",KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,001,NA,N,"Kenaitze Indian Tribe - 2 mile(s), Salamatof Tribe - 5 mile(s)",60.5328,-151.259,TRUE,TRUE
661,EPA ECHO NPDES outfalls/permitted features,AKR06AC29,RAVN-HOMER AIRPORT,HOMER,AK,KENAI PENINSULA,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,004,Coal Bay,N,"Seldovia Village Tribe - 17 mile(s), Native Village of Port Graham - 24 mile(s)",59.63870000000001,-151.471,TRUE,TRUE
662,EPA ECHO NPDES outfalls/permitted features,AKR06AC29,RAVN-HOMER AIRPORT,HOMER,AK,KENAI PENINSULA,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,002,Lampert Lake,N,"Seldovia Village Tribe - 17 mile(s), Native Village of Port Graham - 24 mile(s)",59.6448,-151.47,TRUE,TRUE
663,EPA ECHO NPDES outfalls/permitted features,AKR06AC29,RAVN-HOMER AIRPORT,HOMER,AK,KENAI PENINSULA,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Beluga Lake,N,"Seldovia Village Tribe - 17 mile(s), Native Village of Port Graham - 24 mile(s)",59.6432,-151.51299999999998,TRUE,TRUE
664,EPA ECHO NPDES outfalls/permitted features,AKR06AC29,RAVN-HOMER AIRPORT,HOMER,AK,KENAI PENINSULA,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,003,Mud Bay,N,"Seldovia Village Tribe - 17 mile(s), Native Village of Port Graham - 24 mile(s)",59.6412,-151.51399999999998,TRUE,TRUE
665,EPA ECHO NPDES outfalls/permitted features,AKR06AC29,RAVN-HOMER AIRPORT,HOMER,AK,KENAI PENINSULA,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,005,Kachemak Bay,N,"Seldovia Village Tribe - 17 mile(s), Native Village of Port Graham - 24 mile(s)",59.742200000000004,-151.14,TRUE,TRUE
