row_id,source_dataset,npdes_id,facility_name,city,state,county,permit_status,permit_type,facility_type,total_design_flow,current_snc_status,current_violation,permit_feature_number,state_water_body_name,tribal_spatial_flag,derived_tribes,latitude,longitude,has_tribal_context,has_current_violation
1435,EPA ECHO NPDES outfalls/permitted features,AKR06AD42,JUNEAU INTERNATIONAL AIRPORT,JUNEAU,AK,JUNEAU,Expired,General Permit Covered Facility,Corporation,NA,NA,No,011,Gastineau Channel,N,"Central Council of the Tlingit & Haida Indian Tribes - 8 mile(s), Douglas Indian Association - 10 mile(s)",58.353199999999994,-134.569,TRUE,FALSE
1436,EPA ECHO NPDES outfalls/permitted features,AKR06AD42,JUNEAU INTERNATIONAL AIRPORT,JUNEAU,AK,JUNEAU,Expired,General Permit Covered Facility,Corporation,NA,NA,No,016,Mendenhall River,N,"Central Council of the Tlingit & Haida Indian Tribes - 8 mile(s), Douglas Indian Association - 10 mile(s)",58.3567,-134.6,TRUE,FALSE
1437,EPA ECHO NPDES outfalls/permitted features,AKR06AD42,JUNEAU INTERNATIONAL AIRPORT,JUNEAU,AK,JUNEAU,Expired,General Permit Covered Facility,Corporation,NA,NA,No,014,Float Pond,N,"Central Council of the Tlingit & Haida Indian Tribes - 8 mile(s), Douglas Indian Association - 10 mile(s)",58.356899999999996,-134.599,TRUE,FALSE
1438,EPA ECHO NPDES outfalls/permitted features,AKR06AD42,JUNEAU INTERNATIONAL AIRPORT,JUNEAU,AK,JUNEAU,Expired,General Permit Covered Facility,Corporation,NA,NA,No,004,Jordan Creek,N,"Central Council of the Tlingit & Haida Indian Tribes - 8 mile(s), Douglas Indian Association - 10 mile(s)",58.35959999999999,-134.57899999999998,TRUE,FALSE
1439,EPA ECHO NPDES outfalls/permitted features,AKR06AD42,JUNEAU INTERNATIONAL AIRPORT,JUNEAU,AK,JUNEAU,Expired,General Permit Covered Facility,Corporation,NA,NA,No,007,Jordan Creek,N,"Central Council of the Tlingit & Haida Indian Tribes - 8 mile(s), Douglas Indian Association - 10 mile(s)",58.354699999999994,-134.569,TRUE,FALSE
1440,EPA ECHO NPDES outfalls/permitted features,AKR06AD42,JUNEAU INTERNATIONAL AIRPORT,JUNEAU,AK,JUNEAU,Expired,General Permit Covered Facility,Corporation,NA,NA,No,015,Float Pond,N,"Central Council of the Tlingit & Haida Indian Tribes - 8 mile(s), Douglas Indian Association - 10 mile(s)",58.356899999999996,-134.599,TRUE,FALSE
1441,EPA ECHO NPDES outfalls/permitted features,AKR06AD42,JUNEAU INTERNATIONAL AIRPORT,JUNEAU,AK,JUNEAU,Expired,General Permit Covered Facility,Corporation,NA,NA,No,002,Duck Creek,N,"Central Council of the Tlingit & Haida Indian Tribes - 8 mile(s), Douglas Indian Association - 10 mile(s)",58.3613,-134.58800000000002,TRUE,FALSE
1442,EPA ECHO NPDES outfalls/permitted features,AKR06AD42,JUNEAU INTERNATIONAL AIRPORT,JUNEAU,AK,JUNEAU,Expired,General Permit Covered Facility,Corporation,NA,NA,No,013,Float Pond,N,"Central Council of the Tlingit & Haida Indian Tribes - 8 mile(s), Douglas Indian Association - 10 mile(s)",58.35659999999999,-134.595,TRUE,FALSE
1443,EPA ECHO NPDES outfalls/permitted features,AKR06AD42,JUNEAU INTERNATIONAL AIRPORT,JUNEAU,AK,JUNEAU,Expired,General Permit Covered Facility,Corporation,NA,NA,No,008,Jordan Creek,N,"Central Council of the Tlingit & Haida Indian Tribes - 8 mile(s), Douglas Indian Association - 10 mile(s)",58.35459999999999,-134.569,TRUE,FALSE
1444,EPA ECHO NPDES outfalls/permitted features,AKR06AD42,JUNEAU INTERNATIONAL AIRPORT,JUNEAU,AK,JUNEAU,Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,Mendenhall River,N,"Central Council of the Tlingit & Haida Indian Tribes - 8 mile(s), Douglas Indian Association - 10 mile(s)",58.3608,-134.598,TRUE,FALSE
1445,EPA ECHO NPDES outfalls/permitted features,AKG521084,NORTH PACIFIC SEAFOODS TOGIAK PLANT,TWIN HILLS,AK,DILLINGHAM (CA),Effective,General Permit Covered Facility,Corporation,NA,NA,No,001,NA,N,"Traditional Village of Togiak - 2 mile(s), Twin Hills Village - 3 mile(s)",59.056248,-160.33414290000002,TRUE,FALSE
1446,EPA ECHO NPDES outfalls/permitted features,AKG370C29,D&A GOLD WALKER FORK MINE SITE,CHICKEN,AK,SOUTHEAST FAIRBANKS (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Walker Fork,NA,NA,64.0756,-141.3,FALSE,TRUE
1447,EPA ECHO NPDES outfalls/permitted features,AKG701061,LEASK COVE LTF,ANCHORAGE,AK,KETCHIKAN GATEWAY,Expired,General Permit Covered Facility,State Government,NA,NA,Yes,001,Leask Cove,N,"Knik Tribe - 19 mile(s), Eklutna Native Village - 25 mile(s)",55.5042,-131.51399999999998,TRUE,TRUE
1448,EPA ECHO NPDES outfalls/permitted features,AKG002391,TITAN LLC,ANCHORAGE,AK,ANCHORAGE MUNICIPALITY,Effective,General Permit Covered Facility,Corporation,NA,NA,No,005,NA,N,Knik Tribe - 24 mile(s),61.126684,-149.883852,TRUE,FALSE
1449,EPA ECHO NPDES outfalls/permitted features,AKR06AB84,BETHEL OPERATIONS YARD,BETHEL,AK,BETHEL (CA),Expired,General Permit Covered Facility,Corporation,NA,NA,No,002,Kuskokwim River,N,"Orutsararmiut Traditional Native Council - 2 mile(s), Oscarville Traditional Village - 4 mile(s), Native Village of Napaskiak - 5 mile(s), Native Village of Napakiak - 9 mile(s), Organized Village of Kwethluk - 12 mile(s), Akiachak Native Community - 15 mile(s), Akiak Native Community - 22 mile(s), Native Village of Nunapitchuk - 25 mile(s), Village of Atmautluak - 25 mile(s)",60.7764,-161.77899999999997,TRUE,FALSE
1450,EPA ECHO NPDES outfalls/permitted features,AKR06AB84,BETHEL OPERATIONS YARD,BETHEL,AK,BETHEL (CA),Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,Kuskokwim River,N,"Orutsararmiut Traditional Native Council - 2 mile(s), Oscarville Traditional Village - 4 mile(s), Native Village of Napaskiak - 5 mile(s), Native Village of Napakiak - 9 mile(s), Organized Village of Kwethluk - 12 mile(s), Akiachak Native Community - 15 mile(s), Akiak Native Community - 22 mile(s), Native Village of Nunapitchuk - 25 mile(s), Village of Atmautluak - 25 mile(s)",60.77830000000001,-161.77899999999997,TRUE,FALSE
1451,EPA ECHO NPDES outfalls/permitted features,AKR06AC70,STABLER POINT ROCK QUARRY,JUNEAU,AK,JUNEAU CITY AND BOROUGH,Expired,General Permit Covered Facility,County Government,NA,NA,Yes,002,Auke Nu Creek,N,"Central Council of the Tlingit & Haida Indian Tribes - 12 mile(s), Douglas Indian Association - 14 mile(s)",58.3841,-134.67,TRUE,TRUE
1452,EPA ECHO NPDES outfalls/permitted features,AKR06AC70,STABLER POINT ROCK QUARRY,JUNEAU,AK,JUNEAU CITY AND BOROUGH,Expired,General Permit Covered Facility,County Government,NA,NA,Yes,001,Auke Nu Creek,N,"Central Council of the Tlingit & Haida Indian Tribes - 12 mile(s), Douglas Indian Association - 14 mile(s)",58.383199999999995,-134.668,TRUE,TRUE
1453,EPA ECHO NPDES outfalls/permitted features,AKG370177,KELLY NF PIONEER CREEK MINE SITE,MANLEY HOT SPRINGS,AK,YUKON-KOYUKUK (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,North Fork Pioneer Creek,N,"Rampart Village - 21 mile(s), Manley Hot Springs Village - 22 mile(s), Native Village of Minto - 23 mile(s)",65.20835,-150.10394,TRUE,FALSE
1454,EPA ECHO NPDES outfalls/permitted features,AK0053481,KODIAK LANDFILL LEACHATE,KODIAK,AK,KODIAK ISLAND BOROUGH,Effective,NPDES Individual Permit,County Government,NA,NA,Yes,001,Freshwater Wetlands,N,"Sun'aq Tribe of Kodiak - 2 mile(s), Native Village of Ouzinkie - 9 mile(s), Tangirnaq Native Village - 10 mile(s), Native Village of Port Lions - 18 mile(s), Native Village of Afognak - 20 mile(s)",57.813610999999995,-152.4075,TRUE,TRUE
1455,EPA ECHO NPDES outfalls/permitted features,AK0053481,KODIAK LANDFILL LEACHATE,KODIAK,AK,KODIAK ISLAND BOROUGH,Effective,NPDES Individual Permit,County Government,NA,NA,Yes,001A,Freshwater Wetlands,N,"Sun'aq Tribe of Kodiak - 2 mile(s), Native Village of Ouzinkie - 9 mile(s), Tangirnaq Native Village - 10 mile(s), Native Village of Port Lions - 18 mile(s), Native Village of Afognak - 20 mile(s)",57.813599999999994,-152.40800000000002,TRUE,TRUE
1456,EPA ECHO NPDES outfalls/permitted features,AKR06AA51,FROSTY FUELS COLD BAY BULK FUEL FACILITY,COLD BAY,AK,ALEUTIANS EAST,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,002,Wetlands,N,Agdaagux Tribe of King Cove - 19 mile(s),55.2017,-162.71499999999997,TRUE,TRUE
1457,EPA ECHO NPDES outfalls/permitted features,AKR06AA51,FROSTY FUELS COLD BAY BULK FUEL FACILITY,COLD BAY,AK,ALEUTIANS EAST,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Wetlands,N,Agdaagux Tribe of King Cove - 19 mile(s),55.201331,-162.71498389999996,TRUE,TRUE
1458,EPA ECHO NPDES outfalls/permitted features,AKR06AA51,FROSTY FUELS COLD BAY BULK FUEL FACILITY,COLD BAY,AK,ALEUTIANS EAST,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,003,Wetlands,N,Agdaagux Tribe of King Cove - 19 mile(s),55.2013,-162.71499999999997,TRUE,TRUE
1459,EPA ECHO NPDES outfalls/permitted features,AKG370831,YELLOW METAL EXPLORATION & MINING SQUAW GULCH MINE SITE,CHICKEN,AK,SOUTHEAST FAIRBANKS (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Squaw Gulch Drainage,NA,NA,64.1449,-141.17359999999996,FALSE,FALSE
1460,EPA ECHO NPDES outfalls/permitted features,AKG700053,SAGINAW BAY LTF,KAKE,AK,PRINCE OF WALES-OUTER KETCHIKAN(CA),Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,001,Saginaw Bay,N,Organized Village of Kake - 14 mile(s),56.85139999999999,-134.172,TRUE,FALSE
1461,EPA ECHO NPDES outfalls/permitted features,AKG521071,E&E FOODS INC. BIG CREEK PLANT,EGEGIK,AK,LAKE AND PENINSULA,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Big Creek,N,Egegik Village - 8 mile(s),58.291500000000006,-157.531,TRUE,TRUE
1462,EPA ECHO NPDES outfalls/permitted features,AKG370D18,MOOK MINING CO. PURCHES & PETERS CREEKS MINE SITE,WILLOW,AK,MATANUSKA-SUSITNA,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Purches & Peters Creeks,NA,NA,61.8191,-149.638,FALSE,TRUE
1463,EPA ECHO NPDES outfalls/permitted features,AKG370D99,MOONLIGHTING CONSTRUCTION HEIM & MILLER CREEKS MINE SITE,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Heim & Miller Creeks,NA,NA,65.085,-147.0247,FALSE,FALSE
1464,EPA ECHO NPDES outfalls/permitted features,AKG573039,NEW KASIGLUK SEWAGE LAGOON_2,KASIGLUK,AK,BETHEL,Effective,General Permit Covered Facility,Tribal Government,NA,Failure to Report DMR - Not Received,Yes,001,NA,N,"Village of Atmautluak - 2 mile(s), Kasigluk Traditional Elders Council - 3 mile(s), Native Village of Nunapitchuk - 4 mile(s), Native Village of Napakiak - 23 mile(s)",60.85958099999999,-162.51994399999998,TRUE,TRUE
1465,EPA ECHO NPDES outfalls/permitted features,AKG700045,TENAKEE INLET 24  -INBETWEEN-  LTF,TENAKEE SPRINGS,AK,SITKA CITY AND BOROUGH,Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,001,Tenakee Inlet,NA,NA,57.8211,-135.431,FALSE,FALSE
1466,EPA ECHO NPDES outfalls/permitted features,AKG572112,HIDDEN INLET LODGE WWTF,KETCHIKAN,AK,KETCHIKAN GATEWAY,Effective,General Permit Covered Facility,Corporation,NA,Failure to Report DMR - Not Received,Yes,001,Gwent Cove,NA,NA,54.9439,-130.336,FALSE,TRUE
1467,EPA ECHO NPDES outfalls/permitted features,AKR06AB39,APMA 9156-GIL EXPLORATION SITE,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,004,Lohr Creek,NA,NA,65.0397,-147.075,FALSE,TRUE
1468,EPA ECHO NPDES outfalls/permitted features,AKR06AB39,APMA 9156-GIL EXPLORATION SITE,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Too Much Gold Creek,NA,NA,65.026,-147.14899999999997,FALSE,TRUE
1469,EPA ECHO NPDES outfalls/permitted features,AKR06AB39,APMA 9156-GIL EXPLORATION SITE,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,003,Slippery Creek,NA,NA,65.0368,-147.092,FALSE,TRUE
1470,EPA ECHO NPDES outfalls/permitted features,AKR06AB39,APMA 9156-GIL EXPLORATION SITE,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,002,All Gold Creek,NA,NA,65.03150000000001,-147.13299999999998,FALSE,TRUE
1471,EPA ECHO NPDES outfalls/permitted features,AKR06AB39,APMA 9156-GIL EXPLORATION SITE,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,005,Fish Creek,NA,NA,65.04450000000001,-147.05800000000002,FALSE,TRUE
1472,EPA ECHO NPDES outfalls/permitted features,AKG523062,SILVER BAY SEAFOODS VALDEZ PLANT,VALDEZ,AK,VALDEZ-CORDOVA,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,006,Port Valdez,N,Native Village of Tatitlek - 22 mile(s),61.105000000000004,-146.5,TRUE,TRUE
1473,EPA ECHO NPDES outfalls/permitted features,AKG523062,SILVER BAY SEAFOODS VALDEZ PLANT,VALDEZ,AK,VALDEZ-CORDOVA,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,002,NA,N,Native Village of Tatitlek - 22 mile(s),61.12350000000001,-146.346,TRUE,TRUE
1474,EPA ECHO NPDES outfalls/permitted features,AKG523062,SILVER BAY SEAFOODS VALDEZ PLANT,VALDEZ,AK,VALDEZ-CORDOVA,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,001,NA,N,Native Village of Tatitlek - 22 mile(s),61.121300000000005,-146.347,TRUE,TRUE
1475,EPA ECHO NPDES outfalls/permitted features,AKG523062,SILVER BAY SEAFOODS VALDEZ PLANT,VALDEZ,AK,VALDEZ-CORDOVA,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,005,NA,N,Native Village of Tatitlek - 22 mile(s),61.108700000000006,-146.4455899,TRUE,TRUE
1476,EPA ECHO NPDES outfalls/permitted features,AKG523062,SILVER BAY SEAFOODS VALDEZ PLANT,VALDEZ,AK,VALDEZ-CORDOVA,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,004,NA,N,Native Village of Tatitlek - 22 mile(s),61.108700000000006,-146.4455899,TRUE,TRUE
1477,EPA ECHO NPDES outfalls/permitted features,AKG370D91,DICKINSON BOULDER CREEK MINE SITE,CENTRAL,AK,YUKON-KOYUKUK (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Boulder Creek,NA,NA,65.5451,-144.9319,FALSE,FALSE
1478,EPA ECHO NPDES outfalls/permitted features,AKG370D62,GLOBAL KARMA METALS FLINT CREEK DRAINAGE MINE SITE,RUBY,AK,YUKON-KOYUKUK (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Flint Creek Drainage,N,Native Village of Ruby - 23 mile(s),64.41660000000002,-155.345,TRUE,TRUE
1479,EPA ECHO NPDES outfalls/permitted features,AKG380025,KOTZEBUE WATER TREATMENT PLANT,KOTZEBUE,AK,NORTHWEST ARCTIC,Effective,General Permit Covered Facility,Municipality,NA,NA,Yes,001A,Swan Lake-Kotzebue Slough,N,Native Village of Kotzebue - 1 mile(s),66.8969,-162.5783,TRUE,TRUE
1480,EPA ECHO NPDES outfalls/permitted features,AKG370B34,NORDLUM GLACIER CREEK MINE SITE,DEERING,AK,NORTHWEST ARCTIC,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Glacier Creek,NA,NA,65.57809999999999,-162.154,FALSE,TRUE
1481,EPA ECHO NPDES outfalls/permitted features,AKG003034,KALOTSA PIPELINE HYDROTEST,NINILCHICK,AK,Unknown county,Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,Wetlands,N,Ninilchik Village - 5 mile(s),60.1037,-151.592,TRUE,FALSE
1482,EPA ECHO NPDES outfalls/permitted features,AKG370C55,MCCLAIN KOKOMO CREEK MINE SITE,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Kokomo Creek,NA,NA,65.1216,-147.123,FALSE,TRUE
1483,EPA ECHO NPDES outfalls/permitted features,AKG371713,OSBORNE NORTON SOUND SUCTION DREDGE,NOME,AK,NOME (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Norton Sound,N,Nome Eskimo Community - 9 mile(s),64.48816900000001,-165.35858000000002,TRUE,FALSE
1484,EPA ECHO NPDES outfalls/permitted features,AKG371636,HOOD FORTYMILE RIVER SUCTION DREDGE,CHICKEN,AK,SOUTHEAST FAIRBANKS (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Fortymile River,NA,NA,64.2667,-141.73499999999999,FALSE,TRUE
1485,EPA ECHO NPDES outfalls/permitted features,AKG521022,COPPER RIVER SEAFOODS CORDOVA PLANT,CORDOVA,AK,VALDEZ-CORDOVA,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Orca Inlet,N,Native Village of Eyak (Cordova) - 2 mile(s),60.55527,-145.75934,TRUE,TRUE
1486,EPA ECHO NPDES outfalls/permitted features,AKG002410,PORT OF ALASKA MODERNIZATION PROGRAM TERMINAL 1,ANCHORAGE,AK,Anchorage Municipality,Effective,General Permit Covered Facility,Municipality,NA,NA,No,001,Storm Drain to Cook Inlet / Knik Arm,NA,NA,61.238077000000004,-149.88827500000002,FALSE,FALSE
1487,EPA ECHO NPDES outfalls/permitted features,AKR06AD23,ALASKA GENERAL SEAFOODS-NAKNEK DIVISION MILE 1,NAKNEK,AK,BRISTOL BAY,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Naknek River,N,"Naknek Native Village - 1 mile(s), South Naknek Village - 1 mile(s), King Salmon Tribe - 13 mile(s)",58.729296000000005,-156.99583,TRUE,TRUE
1488,EPA ECHO NPDES outfalls/permitted features,AKR06AD23,ALASKA GENERAL SEAFOODS-NAKNEK DIVISION MILE 1,NAKNEK,AK,BRISTOL BAY,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,002,Naknek River,N,"Naknek Native Village - 1 mile(s), South Naknek Village - 1 mile(s), King Salmon Tribe - 13 mile(s)",58.729000000000006,-156.99698,TRUE,TRUE
1489,EPA ECHO NPDES outfalls/permitted features,AKR06GA53,SHAW CREEK,DELTA JUNCTION,AK,SOUTHEAST FAIRBANKS (CA),Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Shaw Creek,NA,NA,64.26120000000002,-146.108,FALSE,TRUE
1490,EPA ECHO NPDES outfalls/permitted features,AKG332064,KUPARUK STATE 7-11-12 METHANE HYDRATE PROJECT,DEADHORSE,AK,NORTH SLOPE,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,006,NA,NA,NA,70.316846,-149.2034229,FALSE,FALSE
1491,EPA ECHO NPDES outfalls/permitted features,AKG370D8V,O'DONNELL MOOSE CREEK MINE SITE,CHICKEN,AK,SOUTHEAST FAIRBANKS (CA),Admin Continued,General Permit Covered Facility,County Government,NA,NA,No,001,Moose Creek,NA,NA,64.1346,-142.2917,FALSE,FALSE
1492,EPA ECHO NPDES outfalls/permitted features,AKG332032,ALASKA CLEAN SEAS,PRUDHOE BAY,AK,NORTH SLOPE,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,006,"Unnamed Tundra, Ponds, or other Freshwater Feature",NA,NA,70.21470000000001,-148.434,FALSE,TRUE
1493,EPA ECHO NPDES outfalls/permitted features,AK0022942,GOLDEN VALLEY ELECTRIC ASSOCIATION HEALY POWER PLANT,HEALY,AK,DENALI,Effective,NPDES Individual Permit,Corporation,NA,NA,No,002,Nenana River,NA,NA,63.857116999999995,-148.950762,FALSE,FALSE
1494,EPA ECHO NPDES outfalls/permitted features,AK0022942,GOLDEN VALLEY ELECTRIC ASSOCIATION HEALY POWER PLANT,HEALY,AK,DENALI,Effective,NPDES Individual Permit,Corporation,NA,NA,No,001,Nenana River,NA,NA,63.8563,-148.95226900000003,FALSE,FALSE
1495,EPA ECHO NPDES outfalls/permitted features,AKR06AB95,RALPH WIEN MEMORIAL AIRPORT KOTZEBUE AK,KOTZEBUE,AK,NORTHWEST ARCTIC,Admin Continued,General Permit Covered Facility,State Government,NA,NA,No,003,Kotzebue Lagoon,N,Native Village of Kotzebue - 1 mile(s),66.8917,-162.594,TRUE,FALSE
1496,EPA ECHO NPDES outfalls/permitted features,AKR06AB95,RALPH WIEN MEMORIAL AIRPORT KOTZEBUE AK,KOTZEBUE,AK,NORTHWEST ARCTIC,Admin Continued,General Permit Covered Facility,State Government,NA,NA,No,001,Kotzebue Lagoon,N,Native Village of Kotzebue - 1 mile(s),66.89,-162.606,TRUE,FALSE
1497,EPA ECHO NPDES outfalls/permitted features,AKR06AB95,RALPH WIEN MEMORIAL AIRPORT KOTZEBUE AK,KOTZEBUE,AK,NORTHWEST ARCTIC,Admin Continued,General Permit Covered Facility,State Government,NA,NA,No,002,Kotzebue Lagoon,N,Native Village of Kotzebue - 1 mile(s),66.88889999999999,-162.593,TRUE,FALSE
1498,EPA ECHO NPDES outfalls/permitted features,AKR06AB76,FAIRBANKS INTERNATIONAL AIRPORT - DOT&PF,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,State Government,NA,NA,No,005,South Remnant Slough,NA,NA,64.80120000000001,-147.893,FALSE,FALSE
1499,EPA ECHO NPDES outfalls/permitted features,AKR06AB76,FAIRBANKS INTERNATIONAL AIRPORT - DOT&PF,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,State Government,NA,NA,No,006,South Pond,NA,NA,64.8109,-147.86700000000002,FALSE,FALSE
1500,EPA ECHO NPDES outfalls/permitted features,AKR06AB76,FAIRBANKS INTERNATIONAL AIRPORT - DOT&PF,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,State Government,NA,NA,No,002,Mail Trail Ditch,NA,NA,64.815,-147.88200000000003,FALSE,FALSE
1501,EPA ECHO NPDES outfalls/permitted features,AKR06AB76,FAIRBANKS INTERNATIONAL AIRPORT - DOT&PF,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,State Government,NA,NA,No,001,Southwest Wetlands,NA,NA,64.8071,-147.89100000000002,FALSE,FALSE
1502,EPA ECHO NPDES outfalls/permitted features,AKR06AB76,FAIRBANKS INTERNATIONAL AIRPORT - DOT&PF,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,State Government,NA,NA,No,011,Chena River,NA,NA,64.829,-147.848,FALSE,FALSE
1503,EPA ECHO NPDES outfalls/permitted features,AKR06AB76,FAIRBANKS INTERNATIONAL AIRPORT - DOT&PF,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,State Government,NA,NA,No,009,East Wetlands,NA,NA,64.8013,-147.859,FALSE,FALSE
1504,EPA ECHO NPDES outfalls/permitted features,AKR06AB76,FAIRBANKS INTERNATIONAL AIRPORT - DOT&PF,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,State Government,NA,NA,No,004,North Terminal Pond,NA,NA,64.82079999999999,-147.864,FALSE,FALSE
1505,EPA ECHO NPDES outfalls/permitted features,AKR06AB76,FAIRBANKS INTERNATIONAL AIRPORT - DOT&PF,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,State Government,NA,NA,No,010,Northeast Wetlands,NA,NA,64.8206,-147.829,FALSE,FALSE
1506,EPA ECHO NPDES outfalls/permitted features,AKR06AB76,FAIRBANKS INTERNATIONAL AIRPORT - DOT&PF,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,State Government,NA,NA,No,012,South Remnant Slough,NA,NA,64.8015,-147.89600000000002,FALSE,FALSE
1507,EPA ECHO NPDES outfalls/permitted features,AKR06AB76,FAIRBANKS INTERNATIONAL AIRPORT - DOT&PF,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,State Government,NA,NA,No,007,South Terminal Pond,NA,NA,64.8184,-147.811,FALSE,FALSE
1508,EPA ECHO NPDES outfalls/permitted features,AKR06AB76,FAIRBANKS INTERNATIONAL AIRPORT - DOT&PF,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,State Government,NA,NA,No,003,South Terminal Pond,NA,NA,64.8184,-147.871,FALSE,FALSE
1509,EPA ECHO NPDES outfalls/permitted features,AKR06AB76,FAIRBANKS INTERNATIONAL AIRPORT - DOT&PF,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Expired,General Permit Covered Facility,State Government,NA,NA,No,008,Southeast Remnant Slough,NA,NA,64.8005,-147.883,FALSE,FALSE
1510,EPA ECHO NPDES outfalls/permitted features,AKG370D82,MUDMINERS MILLER GULCH MINE SITE,MANLEY HOT SPRINGS,AK,YUKON-KOYUKUK (CA),Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,001,Miller Gulch & Sullivan Creek,N,Manley Hot Springs Village - 11 mile(s),65.07199999999999,-150.93449999999999,TRUE,FALSE
1511,EPA ECHO NPDES outfalls/permitted features,AKG332011,SCHLUMBERGER NS MIXING FACILITY,DEADHORSE,AK,NORTH SLOPE BOROUGH,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,006,NA,NA,NA,70.2278,-148.39200000000002,FALSE,TRUE
1512,EPA ECHO NPDES outfalls/permitted features,AKR06AC52,KETCHIKAN BULK PLANT,KETCHIKAN,AK,KETCHIKAN GATEWAY,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Tongass Narrows,N,"Ketchikan Indian Community - 1 mile(s), Organized Village of Saxman - 2 mile(s), Metlakatla Indian Community, Annette Island Reserve - 4 mile(s), Organized Village of Kasaan - 25 mile(s)",55.334199999999996,-131.62800000000001,TRUE,TRUE
1513,EPA ECHO NPDES outfalls/permitted features,AKR06AC52,KETCHIKAN BULK PLANT,KETCHIKAN,AK,KETCHIKAN GATEWAY,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,005,Tongass Narrows,N,"Ketchikan Indian Community - 1 mile(s), Organized Village of Saxman - 2 mile(s), Metlakatla Indian Community, Annette Island Reserve - 4 mile(s), Organized Village of Kasaan - 25 mile(s)",55.3336,-131.627,TRUE,TRUE
